Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,physiotype,library
KEGG_2021_Human,Retinol metabolism,2/68,0.1481287080780672,0.9937065420195442,0,0,3.0202020202020203,5.767600469255814,ADH1A;CYP3A7,2,KEGG_2021_Human
KEGG_2021_Human,Proteoglycans in cancer,4/205,0.1502043308201809,0.9937065420195442,0,0,1.9899482180932075,3.7724616596919134,VTN;CAV2;RDX;CD44,2,KEGG_2021_Human
KEGG_2021_Human,Arginine biosynthesis,1/22,0.1984625719282345,0.9937065420195442,0,0,4.732950466618808,7.653913334056085,ARG1,2,KEGG_2021_Human
KEGG_2021_Human,ECM-receptor interaction,2/88,0.2198775013707891,0.9937065420195442,0,0,2.315480385247827,3.5072227118932733,VTN;CD44,2,KEGG_2021_Human
KEGG_2021_Human,Butanoate metabolism,1/28,0.2454244493195781,0.9937065420195442,0,0,3.680067001675042,5.169633447658624,ACSM2B,2,KEGG_2021_Human
KEGG_2021_Human,Hematopoietic cell lineage,2/99,0.2605209452628556,0.9937065420195442,0,0,2.0517546600020826,2.7597577787968723,TFRC;CD44,2,KEGG_2021_Human
KEGG_2021_Human,Tyrosine metabolism,1/36,0.3038080819844295,0.9937065420195442,0,0,2.8377602297200286,3.380791434126185,ADH1A,2,KEGG_2021_Human
KEGG_2021_Human,Ferroptosis,1/41,0.3379920100397979,0.9937065420195442,0,0,2.4824120603015074,2.6927543377926204,TFRC,2,KEGG_2021_Human
KEGG_2021_Human,Fatty acid degradation,1/43,0.3511932019412653,0.9937065420195442,0,0,2.363962670495334,2.473694919601735,ADH1A,2,KEGG_2021_Human
KEGG_2021_Human,Pyruvate metabolism,1/47,0.376814886705751,0.9937065420195442,0,0,2.1579637317019884,2.1061752538856453,ADH1A,2,KEGG_2021_Human
KEGG_2021_Human,Sphingolipid metabolism,1/49,0.3892456229672477,0.9937065420195442,0,0,2.0678391959799,1.9510987409424116,ACER3,2,KEGG_2021_Human
KEGG_2021_Human,Arginine and proline metabolism,1/50,0.3953681557510544,0.9937065420195442,0,0,2.025535842477695,1.8795714928238212,ARG1,2,KEGG_2021_Human
KEGG_2021_Human,Malaria,1/50,0.3953681557510544,0.9937065420195442,0,0,2.025535842477695,1.8795714928238212,GYPB,2,KEGG_2021_Human
KEGG_2021_Human,Cholesterol metabolism,1/50,0.3953681557510544,0.9937065420195442,0,0,2.025535842477695,1.8795714928238212,ANGPTL8,2,KEGG_2021_Human
KEGG_2021_Human,Regulation of lipolysis in adipocytes,1/55,0.4250767749174149,0.9937065420195442,0,0,1.8375209380234503,1.5719724807707876,ABHD5,2,KEGG_2021_Human
KEGG_2021_Human,VEGF signaling pathway,1/59,0.4477942115947188,0.9937065420195442,0,0,1.7104487957026513,1.3742113392020114,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Steroid hormone biosynthesis,1/61,0.4588157080798082,0.9937065420195442,0,0,1.6532663316582914,1.288070804786777,CYP3A7,2,KEGG_2021_Human
KEGG_2021_Human,Endocytosis,3/252,0.4628031466485777,0.9937065420195442,0,0,1.195706684606446,0.921236381632643,VPS29;TFRC;CAV2,2,KEGG_2021_Human
KEGG_2021_Human,Long-term potentiation,1/67,0.4905840112592053,0.9937065420195442,0,0,1.5025125628140703,1.0700274503610792,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Glycolysis / Gluconeogenesis,1/67,0.4905840112592053,0.9937065420195442,0,0,1.5025125628140703,1.0700274503610792,ADH1A,2,KEGG_2021_Human
KEGG_2021_Human,Amphetamine addiction,1/69,0.500755522308534,0.9937065420195442,0,0,1.4581732190363583,1.0085269537658983,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Renin secretion,1/69,0.500755522308534,0.9937065420195442,0,0,1.4581732190363583,1.0085269537658983,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Metabolism of xenobiotics by cytochrome P450,1/76,0.5347903032317255,0.9937065420195442,0,0,1.321608040201005,0.8271687875669174,ADH1A,2,KEGG_2021_Human
KEGG_2021_Human,Bacterial invasion of epithelial cells,1/77,0.5394601334395485,0.9937065420195442,0,0,1.3041523406506217,0.8049050782659102,CAV2,2,KEGG_2021_Human
KEGG_2021_Human,B cell receptor signaling pathway,1/81,0.5576776229377498,0.9937065420195442,0,0,1.2386934673366834,0.7233650516865618,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Complement and coagulation cascades,1/85,0.5751779449472499,0.9937065420195442,0,0,1.1794687724335966,0.6523356544527062,VTN,2,KEGG_2021_Human
KEGG_2021_Human,Taste transduction,1/86,0.5794442849420854,0.9937065420195442,0,0,1.1655335501034585,0.636015065932131,TAS2R42,2,KEGG_2021_Human
KEGG_2021_Human,PD-L1 expression and PD-1 checkpoint pathway in cancer,1/89,0.591989195722158,0.9937065420195442,0,0,1.1256281407035176,0.5901295699518402,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Bile secretion,1/90,0.5960875287025766,0.9937065420195442,0,0,1.1129241714188922,0.5757910883551692,SLCO1A2,2,KEGG_2021_Human
KEGG_2021_Human,Focal adhesion,2/201,0.599426855548892,0.9937065420195442,0,0,0.9949241155271306,0.5091835781900128,VTN;CAV2,2,KEGG_2021_Human
KEGG_2021_Human,Epstein-Barr virus infection,2/202,0.6021333969171315,0.9937065420195442,0,0,0.98989898989899,0.5021522659436054,CD58;CD44,2,KEGG_2021_Human
KEGG_2021_Human,Th1 and Th2 cell differentiation,1/92,0.6041617136020576,0.9937065420195442,0,0,1.0883538571980782,0.5484360698708618,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Staphylococcus aureus infection,1/95,0.6159728391110465,0.9937065420195442,0,0,1.0534587832780926,0.5104559909803796,FPR2,2,KEGG_2021_Human
KEGG_2021_Human,Amoebiasis,1/102,0.642186106799596,0.9937065420195442,0,0,0.9800985123637992,0.4340632175669919,ARG1,2,KEGG_2021_Human
KEGG_2021_Human,T cell receptor signaling pathway,1/104,0.6493430720264805,0.9937065420195442,0,0,0.9609698980338586,0.4149411183845573,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Th17 cell differentiation,1/107,0.6598123057378238,0.9937065420195442,0,0,0.933630416232104,0.388203405372955,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Glucagon signaling pathway,1/107,0.6598123057378238,0.9937065420195442,0,0,0.933630416232104,0.388203405372955,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Drug metabolism,1/108,0.6632324670568477,0.9937065420195442,0,0,0.9248579345324754,0.3797741558133871,ADH1A,2,KEGG_2021_Human
KEGG_2021_Human,HIF-1 signaling pathway,1/109,0.6666184129739804,0.9937065420195442,0,0,0.916247906197655,0.3715728772578474,TFRC,2,KEGG_2021_Human
KEGG_2021_Human,Glutamatergic synapse,1/114,0.683046714602197,0.9937065420195442,0,0,0.8754836127540356,0.3337273716848506,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Shigellosis,2/246,0.7078260186562699,0.9937065420195442,0,0,0.8095711210465308,0.2797529288928009,UBE2D3;CD44,2,KEGG_2021_Human
KEGG_2021_Human,Osteoclast differentiation,1/127,0.7220870340624399,0.9937065420195442,0,0,0.7846374730796841,0.2554854949797123,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Oocyte meiosis,1/129,0.7276527766729426,0.9937065420195442,0,0,0.7722989949748744,0.2455380232172469,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Relaxin signaling pathway,1/129,0.7276527766729426,0.9937065420195442,0,0,0.7722989949748744,0.2455380232172469,RXFP2,2,KEGG_2021_Human
KEGG_2021_Human,Natural killer cell mediated cytotoxicity,1/131,0.7331076000158043,0.9937065420195442,0,0,0.7603401623502126,0.2360573310794884,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Fluid shear stress and atherosclerosis,1/139,0.7538610468365632,0.9937065420195442,0,0,0.715971160148569,0.202295658016559,CAV2,2,KEGG_2021_Human
KEGG_2021_Human,Ubiquitin mediated proteolysis,1/140,0.7563396476796467,0.9937065420195442,0,0,0.7107841365098876,0.1984969430102926,UBE2D3,2,KEGG_2021_Human
KEGG_2021_Human,Prion disease,2/273,0.7603836959122781,0.9937065420195442,0,0,0.7279063699727907,0.1993969278525846,PPP3R2;CAV2,2,KEGG_2021_Human
KEGG_2021_Human,Cell adhesion molecules,1/148,0.7752948529641656,0.9937065420195442,0,0,0.6718285304071377,0.1709883332727604,CD58,2,KEGG_2021_Human
KEGG_2021_Human,Phagosome,1/152,0.7842147458452606,0.9937065420195442,0,0,0.6538986322340178,0.1589447004917271,TFRC,2,KEGG_2021_Human
KEGG_2021_Human,Oxytocin signaling pathway,1/154,0.7885416683216506,0.9937065420195442,0,0,0.6452852497783033,0.1533004354551218,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Cellular senescence,1/156,0.7927822517353202,0.9937065420195442,0,0,0.6368941481601557,0.1478910775849179,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Ribosome,1/158,0.7969382105229577,0.9937065420195442,0,0,0.6287168325704958,0.1427049714417737,MRPS18C,2,KEGG_2021_Human
KEGG_2021_Human,Wnt signaling pathway,1/166,0.8127489127472175,0.9937065420195442,0,0,0.5979899497487438,0.1239830846623929,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,cGMP-PKG signaling pathway,1/167,0.8146370791826294,0.9937065420195442,0,0,0.5943573288127384,0.1218507214181255,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Tight junction,1/169,0.8183567646763946,0.9937065420195442,0,0,0.5872218234027279,0.1177126632932345,RDX,2,KEGG_2021_Human
KEGG_2021_Human,MicroRNAs in cancer,2/310,0.819043571600042,0.9937065420195442,0,0,0.6392496392496393,0.1276057316541563,RDX;CD44,2,KEGG_2021_Human
KEGG_2021_Human,Protein processing in endoplasmic reticulum,1/171,0.8220021720657791,0.9937065420195442,0,0,0.5802542122376588,0.1137369287884457,UBE2D3,2,KEGG_2021_Human
KEGG_2021_Human,Tuberculosis,1/180,0.8375262086141492,0.9937065420195442,0,0,0.5508267594958031,0.0976630837566713,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Axon guidance,1/182,0.840788699468915,0.9937065420195442,0,0,0.544684749715428,0.0944564512523902,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Neutrophil extracellular trap formation,1/189,0.8517024816274591,0.9937065420195442,0,0,0.5242168288249759,0.0841462437992407,FPR2,2,KEGG_2021_Human
KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,1/193,0.8576012689701117,0.9937065420195442,0,0,0.5131909547738693,0.0788343463225011,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Neuroactive ligand-receptor interaction,2/341,0.8579625155978091,0.9937065420195442,0,0,0.5798694913739162,0.0888330305147032,FPR2;RXFP2,2,KEGG_2021_Human
KEGG_2021_Human,Human immunodeficiency virus 1 infection,1/212,0.8825844796760208,0.9937065420195442,0,0,0.4665269475338779,0.0582695736095748,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Lipid and atherosclerosis,1/215,0.8861089424910463,0.9937065420195442,0,0,0.4599164044521673,0.0556109649792641,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Regulation of actin cytoskeleton,1/218,0.8895281226354582,0.9937065420195442,0,0,0.4534886413634995,0.053087265123602,RDX,2,KEGG_2021_Human
KEGG_2021_Human,Human T-cell leukemia virus 1 infection,1/219,0.890644996754936,0.9937065420195442,0,0,0.4513853672029874,0.0522746519698697,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Human cytomegalovirus infection,1/225,0.8971141839201324,0.9937065420195442,0,0,0.4391600861450108,0.0476805458252078,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Chemical carcinogenesis,1/239,0.9107660305427376,0.9937065420195442,0,0,0.4130315442760018,0.0386057452722416,CYP3A7,2,KEGG_2021_Human
KEGG_2021_Human,Calcium signaling pathway,1/240,0.911669143034964,0.9937065420195442,0,0,0.4112823531885368,0.0380346255936602,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Olfactory transduction,2/440,0.936625096566434,0.9937065420195442,0,0,0.4465199944651999,0.029234640664938,SLC24A4;OR51J1,2,KEGG_2021_Human
KEGG_2021_Human,MAPK signaling pathway,1/294,0.9490410077191068,0.9937065420195442,0,0,0.3345567427581594,0.0174984115798528,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Cytokine-cytokine receptor interaction,1/295,0.9495581785718222,0.9937065420195442,0,0,0.3334017023894985,0.0172563645969773,IL27,2,KEGG_2021_Human
KEGG_2021_Human,Human papillomavirus infection,1/331,0.9650731654782848,0.9937065420195442,0,0,0.2964824120603015,0.0105403533706479,VTN,2,KEGG_2021_Human
KEGG_2021_Human,PI3K-Akt signaling pathway,1/354,0.9723929008190164,0.9937065420195442,0,0,0.2768374450154455,0.0077501576356843,VTN,2,KEGG_2021_Human
KEGG_2021_Human,Amyotrophic lateral sclerosis,1/364,0.9750783988975512,0.9937065420195442,0,0,0.2690726359068067,0.006790694304129,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Alzheimer disease,1/369,0.9763219916792903,0.9937065420195442,0,0,0.2653484815381254,0.0063585025359431,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Pathways of neurodegeneration,1/475,0.9920245671614012,0.9937065420195442,0,0,0.2048851854207747,0.0016405990106176,PPP3R2,2,KEGG_2021_Human
KEGG_2021_Human,Herpes simplex virus 1 infection,1/498,0.9937065420195442,0.9937065420195442,0,0,0.1951710261569416,0.0012321820750093,ZNF705A,2,KEGG_2021_Human
Reactome_2022,Dectin-2 Family R-HSA-5621480,2/29,0.0338474516440146,0.9999958088554096,0,0,7.397306397306397,25.046477343523872,CLEC4D;CLEC6A,2,Reactome_2022
Reactome_2022,Abacavir Metabolism R-HSA-2161541,1/5,0.049014519870416,0.9999958088554096,0,0,24.86934673366834,74.99696447567176,ADH1A,2,Reactome_2022
Reactome_2022,Conjugation Of Benzoate With Glycine R-HSA-177135,1/6,0.0585267307609904,0.9999958088554096,0,0,19.894472361809044,56.46591775214154,ACSM2B,2,Reactome_2022
Reactome_2022,Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) Bind RNA R-HSA-428359,1/7,0.0679442688885301,0.9999958088554096,0,0,16.57788944723618,44.57906348265406,CD44,2,Reactome_2022
Reactome_2022,Formyl Peptide Receptors Bind Formyl Peptides And Many Other Ligands R-HSA-444473,1/8,0.0772680713380291,0.9999958088554096,0,0,14.208901651112706,36.38152974515558,FPR2,2,Reactome_2022
Reactome_2022,ROBO Receptors Bind AKAP5 R-HSA-9010642,1/8,0.0772680713380291,0.9999958088554096,0,0,14.208901651112706,36.38152974515558,AKAP5,2,Reactome_2022
Reactome_2022,Conjugation Of Salicylate With Glycine R-HSA-177128,1/8,0.0772680713380291,0.9999958088554096,0,0,14.208901651112706,36.38152974515558,ACSM2B,2,Reactome_2022
Reactome_2022,Relaxin Receptors R-HSA-444821,1/8,0.0772680713380291,0.9999958088554096,0,0,14.208901651112706,36.38152974515558,RXFP2,2,Reactome_2022
Reactome_2022,Amino Acid Conjugation R-HSA-156587,1/9,0.0864990660572792,0.9999958088554096,0,0,12.4321608040201,30.429226090981548,ACSM2B,2,Reactome_2022
Reactome_2022,Sodium/Calcium Exchangers R-HSA-425561,1/10,0.0956381720564831,0.9999958088554096,0,0,11.050251256281408,25.93696464958489,SLC24A4,2,Reactome_2022
Reactome_2022,Abacavir ADME R-HSA-2161522,1/10,0.0956381720564831,0.9999958088554096,0,0,11.050251256281408,25.93696464958489,ADH1A,2,Reactome_2022
Reactome_2022,Sensory Processing Of Sound By Outer Hair Cells Of Cochlea R-HSA-9662361,2/53,0.0984917971521169,0.9999958088554096,0,0,3.9114676173499694,9.065929283683165,GRXCR1;RDX,2,Reactome_2022
Reactome_2022,Transport Of Organic Anions R-HSA-879518,1/11,0.1046862992439068,0.9999958088554096,0,0,9.944723618090451,22.4431232477853,SLCO1A2,2,Reactome_2022
Reactome_2022,Interleukin-27 Signaling R-HSA-9020956,1/11,0.1046862992439068,0.9999958088554096,0,0,9.944723618090451,22.4431232477853,IL27,2,Reactome_2022
Reactome_2022,Ethanol Oxidation R-HSA-71384,1/11,0.1046862992439068,0.9999958088554096,0,0,9.944723618090451,22.4431232477853,ADH1A,2,Reactome_2022
Reactome_2022,Telomere C-strand Synthesis Initiation R-HSA-174430,1/12,0.1136443487055952,0.9999958088554096,0,0,9.040201005025123,19.659557478207127,POT1,2,Reactome_2022
Reactome_2022,Hyaluronan Uptake And Degradation R-HSA-2160916,1/12,0.1136443487055952,0.9999958088554096,0,0,9.040201005025123,19.659557478207127,CD44,2,Reactome_2022
Reactome_2022,Integrin Cell Surface Interactions R-HSA-216083,2/66,0.1412394085870013,0.9999958088554096,0,0,3.11489898989899,6.096788351656931,VTN;CD44,2,Reactome_2022
Reactome_2022,Sensory Processing Of Sound By Inner Hair Cells Of Cochlea R-HSA-9662360,2/67,0.1446753520694938,0.9999958088554096,0,0,3.0668220668220667,5.928973623253177,GRXCR1;RDX,2,Reactome_2022
Reactome_2022,Hyaluronan Metabolism R-HSA-2142845,1/16,0.1485934818111902,0.9999958088554096,0,0,6.628140703517588,12.636822082241835,CD44,2,Reactome_2022
Reactome_2022,Cell Surface Interactions At Vascular Wall R-HSA-202733,3/134,0.1508793106612941,0.9999958088554096,0,0,2.286472662455923,4.32434865075451,GYPB;CD58;CD44,2,Reactome_2022
Reactome_2022,Removal Of Flap Intermediate From C-strand R-HSA-174437,1/17,0.157114351192228,0.9999958088554096,0,0,6.21356783919598,11.499955704952034,POT1,2,Reactome_2022
Reactome_2022,Recycling Of Bile Acids And Salts R-HSA-159418,1/18,0.1655503660358053,0.9999958088554096,0,0,5.847768253029855,10.51709310132786,SLCO1A2,2,Reactome_2022
Reactome_2022,Sensory Processing Of Sound R-HSA-9659379,2/75,0.1727335422229741,0.9999958088554096,0,0,2.72962501729625,4.793235424721277,GRXCR1;RDX,2,Reactome_2022
Reactome_2022,"TICAM1, RIP1-mediated IKK Complex Recruitment R-HSA-168927",1/19,0.1739023671527052,0.9999958088554096,0,0,5.522613065326633,9.66049300943,UBE2D3,2,Reactome_2022
Reactome_2022,Assembly Of Active LPL And LIPC Lipase Complexes R-HSA-8963889,1/19,0.1739023671527052,0.9999958088554096,0,0,5.522613065326633,9.66049300943,ANGPTL8,2,Reactome_2022
Reactome_2022,Processive Synthesis On C-strand Of Telomere R-HSA-174414,1/19,0.1739023671527052,0.9999958088554096,0,0,5.522613065326633,9.66049300943,POT1,2,Reactome_2022
Reactome_2022,Syndecan Interactions R-HSA-3000170,1/20,0.182171186958547,0.9999958088554096,0,0,5.231684739486909,8.908556962758436,VTN,2,Reactome_2022
